index,image_id,count_rating_1,count_rating_2,count_rating_3,count_rating_4,count_rating_5,count_rating_6,count_rating_7,count_rating_8,count_rating_9,count_rating_10,tag_1,tag_2,challange_id
104973,14849,0,2,7,23,47,53,35,15,12,5,16,21,77
104974,14931,1,5,1,17,39,46,43,29,10,3,2,10,77
104975,14518,10,16,26,36,53,29,13,7,2,2,7,14,77
104976,14591,2,17,33,55,55,12,6,2,1,0,18,0,77
104977,14726,8,19,30,50,54,14,7,1,1,0,0,0,77
104978,14743,1,2,10,22,49,44,37,25,7,5,0,0,77
104979,14397,2,11,28,29,28,46,23,13,9,2,1,16,77
104980,14768,9,41,42,52,33,7,3,3,0,1,0,0,77
104981,14819,1,4,11,27,47,55,27,15,3,2,2,14,77
104982,14385,1,7,13,25,45,34,38,20,8,1,18,22,77
104983,14902,2,16,22,33,40,39,25,6,2,2,0,0,77
104984,14855,11,17,30,49,47,27,10,2,0,1,12,17,77
104985,14838,2,4,12,17,37,48,35,19,7,10,19,32,77
104986,14850,6,12,14,36,40,39,28,16,4,3,12,17,77
104987,14914,2,7,15,25,51,41,25,16,5,1,14,15,77
104988,14585,1,7,11,25,59,52,27,12,2,1,0,0,77
104989,14816,2,8,30,41,54,28,18,3,3,0,14,21,77
104990,14678,1,2,14,24,40,46,37,19,8,3,6,20,77
107601,57433,2,6,20,42,84,44,28,14,4,3,22,0,185
107602,58373,0,4,7,18,41,61,64,37,28,7,18,0,185
107603,58511,2,7,19,47,87,55,26,6,1,2,0,0,185
107604,57839,6,20,36,63,77,28,10,3,2,1,29,31,185
107605,58316,1,6,28,64,92,35,13,2,2,1,0,0,185
107606,58038,0,2,5,31,64,60,56,15,13,6,5,18,185
107607,57719,1,4,25,64,78,51,19,5,4,1,6,8,185
107608,57608,13,18,48,71,58,26,10,10,1,1,22,0,185
107609,57685,2,4,28,64,71,43,23,6,1,3,18,21,185
107610,58546,0,7,9,44,75,50,40,15,2,2,1,21,185
107611,58310,3,13,37,70,70,28,18,4,1,1,1,21,185
107612,58531,0,5,6,17,45,66,58,39,11,6,18,0,185
107613,57687,0,3,8,26,43,64,47,43,23,6,22,29,185
107614,58023,45,50,56,56,31,5,4,0,0,1,0,0,185
107615,58513,2,5,18,57,83,53,13,5,2,2,29,0,185
107616,58533,3,7,20,49,70,55,32,5,3,3,1,0,185
107617,58000,1,4,9,35,71,61,44,14,4,2,22,0,185
107618,58478,3,31,53,73,51,26,7,1,0,1,18,29,185
107619,58004,2,4,12,37,79,60,34,8,7,3,1,0,185
107620,57877,2,5,12,35,60,78,35,18,3,4,18,31,185
107621,58265,0,2,9,18,73,67,46,35,7,5,0,0,185
107622,58488,1,13,29,49,86,42,15,5,3,1,9,18,185
107623,58539,4,8,18,34,58,49,43,26,5,3,11,18,185
107624,58522,1,9,37,79,79,29,8,1,2,1,0,0,185
107625,58520,0,4,6,20,46,60,59,42,11,8,18,0,185
107626,58501,11,26,58,77,53,16,3,2,0,1,18,0,185
107627,57487,47,48,52,55,29,12,1,1,0,1,0,0,185
107628,58102,2,4,12,31,56,71,48,15,5,9,1,27,185
107629,58493,0,8,26,56,60,43,31,13,2,1,21,0,185
107630,58329,1,1,10,29,51,64,46,29,14,4,0,0,185
107631,58052,3,12,29,55,60,51,22,15,1,1,0,0,185
107632,58455,18,35,54,65,41,20,3,2,1,1,15,21,185
107633,57911,1,3,5,10,30,47,58,45,24,33,21,0,185
107634,58406,3,11,12,37,80,57,28,10,4,2,5,0,185
107635,58453,0,5,7,25,58,52,63,33,11,5,1,22,185
107636,58420,0,3,7,22,44,68,53,31,18,8,0,0,185
107637,58338,3,10,25,64,66,52,20,9,1,3,18,31,185
107638,57897,0,3,9,17,40,54,62,30,20,15,18,22,185
107639,58103,0,4,14,48,81,55,27,5,4,2,5,22,185
107640,58215,3,5,24,39,77,53,27,7,11,3,0,0,185
107641,58461,0,4,27,72,89,32,14,7,4,3,18,21,185
107642,58039,8,18,34,73,72,27,10,3,1,1,22,0,185
107643,57726,2,8,22,43,67,45,32,16,9,2,1,34,185
107644,58532,0,2,9,32,56,56,46,36,7,6,18,22,185
107645,57864,8,26,33,65,55,42,13,4,1,2,2,10,185
107646,57476,3,7,21,35,83,50,37,11,2,2,22,0,185
107647,58474,5,13,14,47,78,43,33,8,4,4,0,0,185
107648,58238,5,10,23,67,74,51,19,10,3,3,18,29,185
107649,57606,8,15,19,40,66,50,33,18,4,3,15,21,185
107650,58463,10,15,31,60,79,39,13,6,1,2,0,0,185
107651,58398,0,1,7,19,41,77,56,41,12,10,1,6,185
107652,58506,1,15,44,74,67,23,15,3,0,1,0,0,185
107653,57928,11,36,46,79,52,17,7,2,0,0,18,21,185
107654,57703,0,3,19,43,72,68,25,13,5,1,18,0,185
107655,58454,1,6,14,52,80,42,35,14,5,0,0,0,185
107656,58346,0,3,11,40,60,63,48,17,9,7,5,22,185
107657,58292,4,22,53,66,64,17,13,4,2,1,5,20,185
107658,58471,2,15,18,42,69,54,19,7,5,1,22,23,185
107659,58014,4,21,45,70,58,39,9,4,0,1,0,0,185
107660,58457,1,8,25,56,92,35,18,8,4,1,0,0,185
107661,58331,0,13,29,68,72,39,16,4,2,1,1,0,185
107662,58037,5,22,45,69,68,25,7,4,0,1,0,0,185
107663,57471,0,0,3,15,43,61,76,41,11,8,1,31,185
107664,57871,4,3,16,26,57,51,48,28,6,9,5,13,185
107665,58512,1,12,35,79,64,36,11,5,1,4,18,0,185
107666,57851,19,19,60,74,49,12,8,2,0,1,0,0,185
107667,58333,2,8,26,37,63,59,29,10,6,8,5,34,185
107668,57716,1,2,25,66,72,48,27,7,2,2,21,22,185
107669,58468,2,6,20,43,69,64,30,9,3,1,0,0,185
107670,57609,1,5,9,23,57,77,46,24,7,6,0,0,185
107671,58489,2,4,11,39,69,65,35,14,6,2,6,0,185
107672,57933,1,2,2,9,34,65,60,40,23,13,1,0,185
107673,57988,0,1,8,16,43,63,53,42,23,4,1,18,185
107674,58490,9,9,38,49,50,47,31,7,4,2,0,0,185
107675,58391,13,34,44,78,55,16,2,1,0,2,18,34,185
107676,58288,2,14,20,54,77,55,14,9,2,2,0,0,185
107677,58034,1,5,19,49,87,53,21,12,4,1,0,0,185
107678,58415,1,10,20,63,93,42,19,2,2,1,22,0,185
107679,57504,0,4,15,36,65,63,38,16,7,2,1,21,185
107680,58046,1,4,19,45,79,54,21,8,5,3,0,0,185
107681,57798,0,2,12,27,50,71,51,28,10,3,11,22,185
107682,58359,28,27,35,27,38,34,30,18,8,13,12,19,185
107683,58542,0,4,15,30,47,65,53,26,9,10,11,18,185
107684,58487,0,9,18,56,73,48,31,12,3,1,1,21,185
107685,58392,0,1,8,25,61,55,48,37,12,6,21,24,185
107686,57785,0,3,8,38,63,65,38,18,13,6,0,0,185
107687,57924,6,19,28,67,86,27,12,3,2,3,0,0,185
107688,58335,4,10,36,57,57,47,28,8,7,2,0,0,185
107689,57459,1,3,20,37,56,69,39,15,11,5,1,22,185
107690,58193,0,1,2,19,42,55,57,47,26,10,21,27,185
107691,57819,0,4,14,47,82,58,24,15,2,3,29,0,185
107692,57562,14,29,44,68,56,24,10,1,1,2,5,24,185
107693,58494,4,8,30,60,79,45,8,6,4,1,0,0,185
107694,57532,0,4,12,30,69,67,35,27,6,4,1,18,185
107695,57397,7,10,35,56,79,47,16,3,3,1,8,10,185
107696,58216,0,3,20,47,62,54,32,16,2,6,0,0,185
107697,57787,6,6,23,36,70,60,33,8,3,2,6,23,185
107698,58505,3,5,16,52,73,58,25,13,3,3,6,18,185
107699,58416,0,0,2,4,24,66,55,53,34,19,18,22,185
107700,58326,3,18,39,68,57,38,14,5,1,1,18,0,185
107701,58472,0,1,8,27,48,72,44,22,12,9,12,18,185
107702,58411,0,5,4,23,47,60,58,31,14,12,1,18,185
107703,57945,5,20,39,68,67,28,11,1,2,1,14,20,185
107704,58507,4,18,39,74,68,29,7,3,1,1,21,23,185
107705,58464,0,4,9,39,70,59,43,25,4,3,18,29,185
107706,58131,3,8,22,40,69,55,34,10,5,2,21,0,185
107707,57937,1,3,19,22,42,66,49,37,8,9,23,0,185
107708,58484,5,12,35,56,66,43,15,6,4,0,19,21,185
107709,58087,2,5,15,40,65,61,36,15,6,1,0,0,185
107710,58429,1,3,7,23,63,57,49,21,14,7,1,22,185
107711,58350,6,4,14,49,60,60,37,17,3,2,0,0,185
107712,57479,49,51,54,47,36,7,2,2,0,1,0,0,185
107713,58495,1,8,34,77,66,38,16,5,1,1,0,0,185
107714,58279,5,7,30,39,70,55,24,9,2,3,1,22,185
107715,58467,1,6,19,35,64,62,30,24,9,2,1,21,185
107716,58381,14,23,21,56,44,28,27,16,8,1,18,21,185
107717,58212,2,3,15,41,78,59,34,15,9,2,1,18,185
107718,58306,5,8,27,56,73,50,18,11,2,4,4,6,185
107719,57398,2,8,38,65,75,45,10,3,1,1,0,0,185
107720,58418,17,30,38,68,44,23,11,9,1,0,12,21,185
107721,58422,0,6,18,51,81,61,20,9,1,3,36,0,185
107722,58465,0,7,25,63,81,50,21,6,1,2,31,34,185
107723,57370,1,1,1,11,30,52,61,55,25,15,1,34,185
107724,57708,0,3,11,21,55,77,49,25,2,7,18,29,185
107725,57673,1,6,14,33,66,54,34,28,14,10,14,0,185
107726,58482,10,32,51,76,56,13,5,1,0,1,34,0,185
107727,57992,0,3,9,51,80,68,27,10,5,1,22,0,185
107728,58337,0,3,17,32,69,73,37,11,3,4,18,22,185
107729,58419,2,16,35,70,65,42,15,6,0,1,8,9,185
107730,58113,2,2,12,48,78,61,27,12,3,3,0,0,185
107731,57675,0,7,17,25,51,55,59,25,6,3,27,38,185
107732,58523,0,2,2,7,13,37,56,69,41,31,21,22,185
107733,57886,0,6,16,32,82,67,26,17,2,1,11,21,185
107734,58130,1,5,21,60,70,57,16,13,3,2,21,22,185
107735,58044,1,7,21,52,78,56,25,11,2,3,6,18,185
107736,58492,0,6,9,59,89,51,20,14,2,1,1,0,185
107737,58502,2,1,7,19,45,64,66,25,8,7,0,0,185
107738,58479,3,4,10,37,67,64,40,18,7,5,1,22,185
107739,57983,3,8,36,58,68,57,12,4,2,1,27,0,185
107740,58188,3,6,13,24,65,73,40,21,4,8,18,36,185
107741,57715,2,5,13,25,45,53,48,33,15,13,1,18,185
107742,58515,2,13,29,66,73,43,11,3,1,2,1,0,185
107743,57624,15,36,41,50,51,28,12,7,2,2,0,0,185
107744,57874,1,1,13,32,53,73,49,27,10,3,10,18,185
107745,57701,0,4,22,73,78,51,21,4,1,1,0,0,185
107746,57964,6,26,42,75,63,24,9,4,2,0,0,0,185
107747,57627,0,3,11,25,54,53,45,30,21,5,1,21,185
107748,58519,2,5,17,32,68,54,38,25,10,5,1,24,185
107749,58133,10,15,34,63,64,35,15,8,2,2,12,18,185
107750,57674,7,36,48,85,52,17,10,1,0,1,18,21,185
107751,58242,18,24,45,70,56,28,10,2,3,2,29,31,185
107752,58534,9,16,33,45,54,46,25,6,1,2,0,0,185
107753,58047,9,11,33,52,79,41,16,6,1,1,8,23,185
107754,58462,1,2,10,37,65,58,40,18,7,8,0,0,185
107755,58239,3,9,16,43,73,50,24,3,6,3,0,0,185
107756,58456,0,7,27,78,79,41,9,7,0,1,0,0,185
107757,57797,9,15,25,76,60,41,13,7,0,1,0,0,185
107758,57753,21,25,45,65,41,31,4,5,1,1,0,0,185
107759,58277,6,15,31,49,66,48,27,9,3,1,18,38,185
108390,48953,0,0,3,9,30,32,20,11,7,7,4,21,164
108397,48949,0,1,3,8,24,43,20,12,3,5,17,21,164
108399,48952,0,1,2,12,39,25,23,6,6,5,21,28,164
108409,48937,0,1,3,13,28,35,18,9,0,6,18,38,164
108415,48947,0,1,3,10,34,30,18,9,4,4,4,12,164
108417,48946,3,6,16,31,32,16,3,6,0,1,4,12,164
108523,20737,2,15,19,34,68,50,28,19,5,1,18,22,95
108524,20250,12,27,43,66,46,21,7,2,3,1,0,0,95
108525,20725,11,31,44,78,55,14,6,2,1,0,8,22,95
108526,20591,0,6,20,38,59,54,32,21,8,2,18,0,95
108527,20355,1,17,33,62,66,37,7,5,2,0,0,0,95
108528,20392,1,6,22,34,65,52,36,8,8,1,1,0,95
108529,20782,7,12,30,67,66,38,14,5,0,0,18,22,95
108530,20780,4,12,20,50,69,40,18,13,5,1,0,0,95
108531,20656,1,10,25,49,66,54,16,10,2,0,1,6,95
108532,20723,0,5,14,32,61,74,31,23,6,2,7,20,95
108533,20603,2,9,21,43,57,55,28,10,1,1,1,20,95
108534,20146,8,18,28,57,57,33,18,6,2,0,0,0,95
108535,20684,3,3,17,37,70,55,28,19,6,1,18,22,95
108536,20690,0,16,28,56,63,35,14,8,0,0,0,0,95
108537,20842,2,7,20,29,54,51,40,17,9,2,6,29,95
108538,20634,2,8,16,34,40,46,47,25,17,7,1,17,95
108539,20549,17,28,45,66,36,22,9,3,1,0,18,29,95
108540,20685,18,47,53,57,33,14,6,2,1,0,14,15,95
108541,20397,1,2,7,23,40,55,46,33,28,5,1,20,95
108542,20372,0,5,17,38,65,48,29,20,7,1,18,0,95
108543,20391,2,12,25,65,62,44,20,5,2,1,1,18,95
108544,20662,5,11,33,65,70,29,8,8,1,0,0,0,95
108545,20248,8,21,32,71,59,19,8,3,2,1,0,0,95
108546,20455,2,16,29,55,72,28,21,3,1,0,1,22,95
108547,20561,1,9,30,54,68,41,15,10,1,1,18,0,95
108548,20675,1,12,15,37,49,53,35,14,8,1,21,0,95
108549,20600,5,10,31,77,67,21,9,4,0,0,18,0,95
108550,20730,9,29,36,62,56,31,6,5,3,1,22,28,95
108551,20770,9,18,28,55,73,28,11,5,0,2,0,0,95
108552,20636,2,2,5,29,55,66,43,29,8,8,2,20,95
108553,20834,6,9,38,47,63,39,25,8,1,1,1,29,95
108554,20762,4,7,31,47,62,40,23,16,1,2,21,22,95
108555,20559,2,8,17,31,58,58,28,18,7,4,0,0,95
108556,20689,3,4,22,43,75,40,24,20,4,0,0,0,95
108557,20819,1,3,21,36,59,55,34,14,4,5,18,29,95
108558,20401,2,14,24,59,69,36,17,4,1,0,1,34,95
108559,20552,6,14,35,60,67,41,4,3,0,0,12,29,95
108560,20827,6,9,27,44,64,44,20,17,2,1,28,35,95
108561,20548,3,12,18,38,67,56,22,14,5,1,0,0,95
108562,20776,2,2,12,17,41,37,48,43,29,11,1,29,95
108563,20773,5,9,20,35,53,48,32,24,5,4,0,0,95
108564,20644,13,27,51,59,59,14,7,1,0,0,1,0,95
108565,20734,1,10,23,49,66,53,25,13,2,0,1,20,95
108566,20631,4,6,27,71,63,42,25,5,0,0,0,0,95
108567,20778,3,10,17,27,34,50,39,42,22,8,1,28,95
108568,20573,5,19,39,61,60,28,11,5,0,0,20,23,95
108569,20740,2,7,19,32,59,66,33,16,7,1,0,0,95
108570,20822,4,15,43,65,61,24,12,5,2,0,18,21,95
108571,20785,6,35,42,71,44,22,6,3,0,0,22,0,95
108572,20733,4,5,13,37,67,57,27,17,7,0,2,20,95
108573,20588,2,11,11,37,58,59,26,15,4,4,18,0,95
108574,20464,4,9,40,55,62,27,13,14,2,1,18,29,95
108575,20735,0,8,14,39,50,60,29,12,4,2,1,21,95
108576,20798,3,10,30,62,69,36,12,4,1,0,22,0,95
108577,20738,4,8,22,43,53,49,30,18,5,7,12,18,95
108578,20496,2,6,14,23,52,47,38,27,20,7,18,29,95
108579,20324,38,62,43,41,18,17,1,1,0,0,0,0,95
108580,20670,0,5,17,36,50,69,25,18,6,1,22,0,95
108581,20825,84,44,38,28,26,9,4,4,0,1,17,0,95
108582,20201,12,24,42,51,59,33,8,4,1,1,1,0,95
108583,20700,24,34,70,56,24,7,5,1,0,1,0,0,95
108584,20624,4,17,37,57,64,35,9,3,2,0,0,0,95
108585,20766,6,14,38,65,66,30,12,5,4,0,20,0,95
108586,20226,1,5,15,42,73,48,30,11,4,3,18,22,95
108587,20458,0,3,6,10,31,43,48,43,44,27,1,12,95
108588,20238,6,11,33,34,81,46,20,8,0,1,10,20,95
108589,20279,2,3,10,36,54,63,38,25,11,3,10,20,95
108590,20791,7,28,51,81,47,12,3,2,1,0,0,0,95
108591,20732,0,5,17,28,63,54,39,19,3,2,22,28,95
108592,20826,2,11,15,35,63,50,28,17,9,3,1,18,95
108593,20450,28,53,57,56,26,11,3,1,0,1,0,0,95
108594,20266,3,6,19,38,65,52,24,19,6,5,22,34,95
108595,20212,5,16,40,54,63,31,12,3,0,4,1,22,95
108596,20753,4,24,32,69,67,30,11,3,1,1,18,22,95
108597,20550,1,6,11,33,66,70,41,22,6,4,0,0,95
108598,20576,3,14,32,66,67,29,10,7,2,0,7,22,95
108599,20840,5,7,23,58,68,57,10,9,1,0,0,0,95
108600,20594,6,14,23,55,71,34,10,10,1,2,1,22,95
108601,20839,1,1,13,32,63,68,28,18,5,1,0,0,95
108602,20231,2,5,14,41,45,58,39,19,11,4,1,17,95
108603,20325,4,13,41,51,69,28,15,7,2,0,0,0,95
108604,20251,0,2,12,35,38,58,46,29,10,2,1,22,95
108605,20359,4,25,50,68,58,23,3,3,0,0,0,0,95
108606,20541,0,5,18,43,59,47,36,21,11,2,14,22,95
108607,20308,6,16,34,53,59,37,14,6,3,0,0,0,95
108608,20556,3,6,29,32,84,53,26,5,1,1,2,20,95
108609,20185,1,2,9,28,65,48,36,27,10,3,1,22,95
108610,20810,0,2,7,12,64,61,50,34,5,5,22,0,95
108611,20394,6,18,39,68,51,26,8,5,0,1,0,0,95
108612,20445,7,14,37,55,67,33,15,3,0,1,0,0,95
108613,20509,1,10,15,39,66,45,37,17,2,2,20,21,95
108614,20602,17,32,65,72,34,2,4,1,1,0,0,0,95
108615,20793,3,11,33,55,73,34,15,6,0,0,29,0,95
108616,20749,7,13,18,40,57,34,41,17,8,5,17,18,95
108617,20584,2,7,6,20,52,76,51,19,4,3,1,20,95
108618,20188,1,12,28,37,68,49,30,10,6,3,18,31,95
108619,20809,3,12,18,55,74,33,21,6,4,1,18,31,95
108620,20604,3,7,21,35,70,41,28,16,4,1,1,0,95
108621,20680,0,5,12,21,42,62,54,26,9,9,18,22,95
108622,20849,7,12,20,43,50,44,32,18,3,3,0,0,95
108623,20816,1,2,12,21,66,50,41,28,11,0,1,29,95
108624,20183,1,11,23,44,78,38,29,8,3,2,18,0,95
108625,20702,2,9,20,48,51,57,22,15,5,2,0,0,95
108626,20830,4,14,34,42,57,37,18,14,2,0,0,0,95
108627,20441,11,31,54,68,51,19,7,5,1,0,1,18,95
108628,20593,12,43,42,54,36,18,9,8,3,1,22,29,95
108629,20768,14,26,43,78,43,10,3,4,0,0,0,0,95
108630,20184,12,27,46,77,43,11,7,1,1,0,0,0,95
108631,20553,16,36,39,58,41,28,7,6,0,1,1,28,95
108632,20566,3,10,22,45,81,45,18,8,3,1,1,22,95
108633,20818,1,2,16,18,43,59,46,38,22,11,1,29,95
108634,20460,2,3,18,26,47,66,51,20,7,3,0,0,95
108635,20505,0,11,38,65,58,31,21,8,2,0,1,22,95
108636,20726,7,7,18,45,53,41,30,17,6,3,12,21,95
108637,20756,4,9,25,63,76,31,11,4,1,0,0,0,95
108638,20663,10,16,42,57,61,29,15,6,0,0,0,0,95
108639,20433,0,3,12,22,46,47,48,35,20,6,1,18,95
108640,20751,15,34,37,72,45,20,7,0,0,2,21,22,95
108641,20595,3,11,28,60,64,38,26,10,2,0,8,16,95
108642,20812,10,17,36,70,60,26,9,4,0,0,1,22,95
108643,20196,12,29,44,69,39,22,8,3,1,0,1,18,95
108644,20157,3,8,14,19,43,43,25,29,12,7,0,0,95
108645,20763,4,6,19,35,49,51,37,20,4,1,0,0,95
108646,20765,4,14,21,32,68,39,30,16,7,0,6,22,95
108647,20794,1,4,18,29,63,42,40,23,11,1,0,0,95
108648,20682,33,52,62,58,15,5,3,1,0,0,1,22,95
108649,20777,11,21,25,47,56,32,18,11,5,2,12,0,95
108650,20645,4,18,37,57,64,28,12,7,0,1,18,22,95
108651,20691,3,6,22,36,77,53,30,10,4,1,1,34,95
108652,20163,4,13,30,44,72,33,26,5,2,3,4,6,95
108653,20642,0,9,24,39,65,53,31,13,5,1,0,0,95
108654,20459,10,28,34,44,53,26,17,9,3,0,0,0,95
108655,20623,0,0,3,16,40,69,51,35,11,7,0,0,95
108656,20802,3,10,18,49,81,51,15,9,4,3,12,18,95
108657,20215,1,4,5,22,41,61,47,31,9,4,1,22,95
108658,20657,6,24,42,75,53,20,3,7,0,0,0,0,95
108659,20795,17,45,56,48,40,17,12,2,1,0,1,10,95
108660,20747,8,21,49,50,49,30,6,7,2,0,0,0,95
108661,20695,3,7,16,45,55,52,34,14,1,0,11,18,95
108662,20529,2,7,11,26,58,61,47,20,6,3,2,20,95
108663,20171,23,34,50,70,29,15,5,1,0,0,0,0,95
108664,20564,2,18,40,65,49,27,20,4,0,1,0,0,95
108665,20533,1,10,23,50,69,43,20,7,1,1,1,18,95
108666,20772,2,7,8,23,36,51,46,38,26,6,1,7,95
108667,20833,4,19,37,61,59,30,5,5,0,0,0,0,95
108668,20597,2,7,19,33,54,67,25,16,6,2,22,0,95
108669,20211,2,3,20,29,50,61,28,24,6,5,12,18,95
108670,20367,4,6,20,45,75,41,21,12,2,1,14,20,95
108671,20315,4,7,27,59,74,42,18,11,0,1,15,0,95
108672,20814,11,17,38,68,56,32,8,6,1,0,0,0,95
108673,20828,0,3,12,42,63,64,26,13,5,1,29,31,95
108674,20567,2,9,15,39,61,50,39,12,6,2,6,0,95
108675,20320,2,3,3,16,33,55,58,37,20,16,1,18,95
108676,20848,6,15,31,52,74,32,13,3,0,1,0,0,95
108677,20587,0,10,13,32,55,61,36,22,7,3,1,21,95
108678,20647,12,16,15,45,59,41,21,14,0,0,21,31,95
108679,20278,5,20,36,69,58,26,9,4,2,0,22,28,95
108680,20304,5,8,33,68,62,36,12,10,0,3,1,0,95
108681,20438,1,10,18,40,72,56,30,11,3,0,1,0,95
108682,20681,0,14,23,43,75,43,12,11,3,1,18,22,95
108683,20674,24,50,71,61,29,5,2,1,0,0,8,18,95
108684,20803,0,1,6,16,31,46,44,45,30,25,1,18,95
108685,20374,1,4,19,44,72,46,16,11,2,1,18,0,95
108686,20706,1,11,22,58,76,40,13,10,0,0,0,0,95
108687,20639,4,14,23,30,42,46,39,25,6,3,1,23,95
108688,20244,26,30,46,64,49,7,3,3,0,0,5,25,95
108689,20632,2,11,33,62,74,31,14,2,1,0,1,22,95
108690,20800,0,9,33,46,58,44,26,15,2,1,1,0,95
108691,20783,1,6,13,32,52,66,44,20,3,2,1,18,95
108692,20835,5,14,37,64,60,27,11,6,1,0,15,22,95
108693,20371,15,45,62,59,28,8,3,2,2,0,18,34,95
108694,20750,4,5,21,38,69,53,28,14,2,0,2,20,95
108695,20586,1,1,13,26,62,55,40,22,9,4,22,29,95
108696,20836,1,3,6,20,39,47,52,34,25,12,18,19,95
108697,20787,4,3,21,36,68,62,28,7,4,1,1,0,95
108698,20633,2,8,13,36,66,51,30,14,6,3,10,20,95
108699,20678,3,11,20,55,70,39,24,13,5,1,1,0,95
108700,20761,3,6,17,46,61,41,35,18,5,1,1,0,95
108701,20824,8,15,40,50,76,28,7,4,1,0,0,0,95
108702,20635,1,6,16,34,48,55,32,22,9,4,1,6,95
108703,20443,0,6,20,33,58,67,28,19,2,0,18,22,95
108704,20845,1,1,14,21,59,58,38,29,12,9,29,0,95
108705,20116,8,20,37,68,66,16,6,5,0,1,22,0,95
108706,20177,1,1,14,18,43,53,41,34,18,11,22,0,95
108707,20815,6,23,50,71,45,18,6,3,0,0,0,0,95
108708,20596,7,21,35,64,66,23,11,4,2,0,1,0,95
108709,20754,1,4,18,24,54,57,50,18,9,2,1,21,95
108710,20701,44,48,65,51,11,3,2,1,1,2,0,0,95
108711,20463,0,6,10,17,30,41,50,40,24,23,1,21,95
108712,20300,1,3,15,32,49,53,47,22,9,2,0,0,95
108713,20418,4,7,19,45,73,45,19,13,1,0,0,0,95
108714,20242,7,24,41,55,61,23,18,7,1,2,1,28,95
108715,20311,1,0,8,18,38,51,51,46,20,12,18,21,95
108716,20365,11,23,42,70,47,19,7,5,2,0,0,0,95
108717,20655,10,31,33,78,51,16,9,4,0,0,0,0,95
108718,20843,0,3,15,21,65,70,30,22,8,3,18,29,95
108719,20718,5,13,28,53,51,41,22,7,6,0,1,29,95
108720,20646,5,5,10,51,67,51,35,12,6,0,18,31,95
108721,20387,1,4,21,28,64,50,38,15,3,3,0,0,95
108722,20142,5,20,39,78,55,16,8,3,2,0,1,22,95
108723,20841,10,19,30,52,65,33,19,4,1,0,0,0,95
108724,20247,7,24,35,93,43,17,7,6,0,0,6,18,95
108725,20837,1,4,9,27,44,61,46,23,13,5,0,0,95
108726,20166,21,25,26,52,52,20,14,9,4,1,1,22,95
108727,20087,0,8,23,43,56,59,20,14,4,1,1,22,95
108728,20847,0,9,25,44,69,41,32,15,4,2,12,22,95
108729,20416,0,1,3,13,33,39,55,41,34,18,1,18,95
108730,20229,2,8,21,37,70,57,37,12,0,0,1,22,95
108731,20748,3,7,12,25,54,53,41,15,10,7,18,22,95
108732,20453,2,2,9,22,37,58,47,33,18,10,11,18,95
108733,20223,0,6,19,35,53,63,38,17,9,5,1,20,95
108734,20757,2,11,18,41,48,54,28,27,5,1,12,25,95
108735,20366,7,17,44,68,60,24,10,6,1,0,1,22,95
108736,20829,3,8,19,32,63,60,28,11,8,2,1,0,95
108737,20758,0,8,30,36,70,42,28,12,5,0,0,0,95
108738,20767,17,46,56,49,50,12,4,2,1,0,3,6,95
108739,20585,2,7,16,34,57,42,42,25,6,2,0,0,95
108740,20760,12,23,36,70,54,23,14,6,0,1,0,0,95
108741,20569,6,6,30,55,75,36,11,9,2,0,0,0,95
108742,20275,2,14,32,54,53,40,17,10,3,1,22,28,95
108743,20779,3,8,19,45,67,48,28,13,5,3,1,10,95
108744,20796,5,6,21,56,72,40,28,11,1,0,18,0,95
108745,20679,1,6,11,22,37,69,37,26,14,4,18,29,95
108746,20686,29,52,52,58,25,7,7,4,0,1,10,18,95
108747,20609,10,21,36,65,59,18,15,4,0,0,1,22,95
108748,20608,18,41,61,81,24,8,5,1,1,0,4,12,95
108749,20652,3,10,36,74,63,28,12,4,1,0,8,20,95
108750,20326,1,3,26,39,48,50,36,27,4,4,0,0,95
108751,20683,18,31,52,46,39,22,12,4,1,2,18,22,95
108752,20228,1,3,19,33,46,55,41,18,8,2,21,29,95
108753,20522,1,7,11,28,49,60,39,27,7,2,2,20,95
108754,20742,3,11,13,52,71,44,23,13,4,2,2,20,95
108755,20729,1,13,23,61,70,34,23,8,5,1,1,29,95
108756,20651,4,10,31,44,59,53,25,8,4,1,1,20,95
108757,20808,6,24,45,57,59,28,9,2,0,0,0,0,95
108758,20715,4,8,32,39,47,31,22,9,4,3,1,6,95
108759,20720,2,9,12,27,71,49,27,20,9,2,1,29,95
108760,20643,4,2,6,22,36,49,44,41,30,12,1,29,95
108761,20764,3,18,25,62,51,41,14,10,0,1,18,22,95
108762,20175,16,36,54,65,47,13,2,1,1,2,0,0,95
108763,20400,4,17,31,78,49,32,13,7,4,1,18,0,95
108764,20547,1,8,16,42,72,54,28,11,1,1,7,8,95
108765,20846,4,14,27,52,56,32,21,12,3,2,1,0,95
108766,20786,2,7,29,56,65,51,15,5,5,1,0,0,95
108767,20299,1,6,12,24,64,57,34,29,8,3,1,2,95
108768,20233,17,53,53,65,27,12,2,3,0,0,0,0,95
108769,20592,1,4,16,27,49,67,33,28,8,4,22,31,95
108770,20752,0,1,7,15,31,43,56,39,18,25,1,18,95
108771,20290,0,5,15,39,74,52,36,15,6,2,22,35,95
108772,20510,4,17,38,61,67,37,10,7,1,0,0,0,95
108773,20630,2,7,10,42,50,36,41,26,11,3,1,22,95
