index,image_id,max_rating,mean_score,std_score,count_rating_1,count_rating_2,count_rating_3,count_rating_4,count_rating_5,count_rating_6,count_rating_7,count_rating_8,count_rating_9,count_rating_10,tag_1,tag_2,challange_id
66994,138499,4,5.489,3.367,0,0,10,44,69,65,23,14,6,0,0,0,301
66995,138644,5,6.176,4.276,0,1,6,16,54,62,40,24,13,5,14,16,301
66996,138922,5,6.531,4.759,0,2,4,15,41,62,36,35,19,12,0,0,301
66997,138338,4,4.816,4.866,6,15,17,49,59,46,16,3,5,1,20,21,301
66998,139280,3,4.222,3.66,6,11,35,77,62,18,4,2,1,0,16,0,301
66999,139232,5,5.977,3.583,0,0,4,18,63,73,36,9,12,4,17,24,301
67000,139240,4,5.269,3.878,1,6,10,37,80,54,23,9,3,0,17,0,301
67001,138312,5,5.927,4.15,0,2,8,19,57,68,31,22,8,3,21,29,301
67002,138966,5,6.47,5.343,0,3,10,23,41,46,41,32,18,20,3,5,301
67003,138494,5,6.125,3.901,0,1,4,13,55,77,42,18,9,5,0,0,301
67004,138916,6,7.266,4.059,0,0,1,9,18,38,57,47,28,20,14,0,301
67005,138736,4,5.617,3.756,0,0,11,34,66,57,34,14,4,2,17,29,301
67006,138921,3,4.022,3.95,19,18,38,60,53,27,7,2,0,0,26,30,301
67007,137506,4,4.575,2.93,1,3,30,70,89,27,5,3,0,0,0,0,301
67008,139330,4,5.004,5.018,3,9,26,55,56,37,23,10,6,2,21,24,301
67009,138549,4,5.041,3.639,3,3,15,43,80,54,14,3,3,0,17,21,301
67010,138781,5,6.057,5.799,3,5,18,18,44,47,40,24,18,10,12,21,301
67011,137596,4,5.339,3.16,0,3,6,39,89,59,24,9,1,0,4,16,301
67012,138833,3,4.146,4.397,14,9,44,64,57,21,6,2,1,1,1,17,301
67013,139189,4,5.566,5.646,2,9,17,35,48,48,29,17,8,8,21,0,301
67014,139319,3,3.645,3.654,13,32,54,79,32,13,2,3,0,0,0,0,301
67015,138341,4,4.046,4.889,17,25,34,54,58,18,8,1,1,3,5,21,301
67016,139337,5,5.618,3.827,1,1,7,26,70,79,28,12,3,1,21,32,301
67017,139239,4,5.137,4.0,2,1,21,41,76,60,16,5,2,2,0,0,301
67018,137576,4,5.248,3.863,0,6,16,37,73,41,28,9,4,0,0,0,301
67019,137593,4,4.791,3.466,2,3,22,61,84,37,11,4,1,0,16,0,301
67020,138946,4,4.692,3.605,3,7,22,57,90,29,13,2,1,0,0,0,301
67021,139212,4,5.522,4.054,0,4,7,33,75,63,23,13,2,4,8,16,301
67022,138903,5,6.601,4.286,0,1,3,14,30,68,45,46,13,8,12,27,301
67023,139266,5,6.354,3.87,0,0,3,14,47,68,48,29,10,7,16,0,301
67024,138920,5,6.065,4.402,0,1,8,28,46,68,44,16,11,9,16,19,301
67025,139343,4,4.941,3.813,0,8,16,52,87,38,12,5,2,2,16,21,301
67026,139247,5,5.639,3.831,0,4,8,21,64,75,33,10,2,2,0,0,301
67027,138733,4,4.839,2.989,0,5,17,56,94,37,11,2,1,0,0,0,301
67028,138569,4,5.443,3.807,1,1,6,33,87,49,31,7,3,1,0,0,301
67029,138891,3,3.819,3.088,16,19,40,75,57,13,1,0,0,0,3,5,301
67030,137374,4,5.527,3.976,0,2,4,39,78,56,23,9,5,4,12,19,301
67031,138260,5,6.157,4.733,1,1,8,17,53,63,44,24,8,10,4,26,301
67032,138986,4,5.504,3.699,0,2,10,30,76,66,26,13,2,1,4,15,301
67033,138619,5,6.583,4.626,1,0,4,18,31,65,46,32,24,9,17,21,301
67034,138753,4,5.605,3.276,0,1,8,20,78,72,28,8,5,0,14,15,301
67035,138113,4,6.078,3.979,0,1,7,11,67,67,40,22,12,3,16,25,301
67036,138228,4,5.118,3.997,2,3,13,48,80,43,23,5,2,1,5,26,301
67037,137981,4,5.593,4.09,0,3,9,32,68,62,35,10,4,3,23,39,301
67038,138443,6,6.876,4.515,0,1,5,10,32,41,63,49,14,18,17,21,301
67039,138967,4,5.118,3.542,0,5,13,42,93,52,16,3,3,1,5,15,301
67040,137362,5,6.368,4.483,0,1,6,11,51,61,44,26,11,12,4,21,301
67041,138590,5,5.996,3.048,0,0,7,13,55,80,41,21,6,0,15,24,301
67042,138002,4,5.169,4.355,3,3,15,42,72,57,15,7,3,2,17,34,301
67043,139272,4,5.652,4.361,0,3,14,26,63,62,36,9,7,4,16,0,301
67044,138184,5,5.194,4.861,4,9,13,45,53,62,20,11,3,2,5,17,301
67045,139300,4,5.223,3.066,0,4,14,38,82,60,24,7,0,0,17,0,301
67046,139269,4,4.942,3.347,1,3,13,59,91,39,10,7,0,1,19,0,301
67047,137513,4,5.432,3.385,0,0,8,29,93,64,11,8,5,2,16,24,301
67048,137441,4,5.167,3.929,0,2,16,48,87,37,15,10,4,2,16,21,301
67049,137504,4,5.269,5.131,2,6,22,40,61,42,26,10,5,5,51,52,301
67050,138880,5,5.677,4.05,0,2,11,35,54,64,34,21,4,1,9,24,301
67051,139077,3,4.076,3.459,3,22,39,80,58,15,4,1,1,0,16,17,301
67052,138743,5,6.293,5.475,1,3,9,28,36,51,42,28,19,12,0,0,301
67053,138046,3,4.374,3.307,2,10,30,87,59,28,3,0,3,0,4,0,301
67054,139186,3,3.777,4.428,25,20,47,58,50,18,2,2,0,2,5,19,301
67055,139333,4,5.489,4.036,0,3,13,31,82,55,30,12,6,1,0,0,301
67056,138537,4,5.241,3.399,0,3,12,30,93,59,15,6,1,1,19,28,301
67057,139229,4,5.838,5.042,0,7,13,28,55,51,36,19,13,7,13,24,301
67058,138182,4,5.523,4.157,0,2,10,31,74,62,17,10,6,4,16,21,301
67059,138767,4,5.174,3.564,1,3,16,32,93,45,18,10,1,0,15,16,301
67060,139062,4,5.422,3.29,0,2,7,30,83,65,20,7,4,0,16,17,301
67061,138172,4,5.43,3.344,0,2,9,30,80,66,22,9,3,0,2,25,301
67062,138787,5,5.873,3.039,0,0,5,18,61,79,38,17,0,3,0,0,301
67063,139261,4,5.159,3.774,0,3,16,54,66,47,22,10,1,1,0,0,301
67064,139264,4,4.757,4.334,6,8,24,57,70,35,19,5,0,2,5,24,301
67065,138875,3,4.169,3.46,7,16,33,75,61,21,4,2,0,0,8,24,301
67066,138684,4,4.934,4.87,2,12,27,53,56,40,21,7,7,1,1,0,301
67067,138785,4,5.56,3.701,0,1,5,40,66,55,34,10,4,1,16,0,301
67068,138814,5,5.874,5.653,7,5,7,26,40,70,27,18,11,11,12,32,301
67069,137327,4,4.642,2.947,0,6,25,73,79,29,11,3,0,0,8,16,301
67070,139350,4,5.249,3.448,0,2,11,35,93,55,17,5,1,2,0,0,301
67071,138084,5,6.262,3.984,0,1,2,9,56,76,39,19,11,8,4,19,301
67072,138768,4,5.291,3.24,0,1,10,50,68,59,19,12,1,0,21,0,301
67073,138671,5,6.09,3.69,0,1,3,16,52,75,46,18,9,2,13,16,301
67074,138606,4,5.717,3.878,0,1,5,29,70,69,26,15,4,4,12,21,301
67075,139332,4,5.009,2.865,0,1,18,51,87,50,13,4,1,0,16,21,301
67076,139182,4,5.414,4.194,1,3,11,35,66,65,28,6,3,2,8,0,301
67077,139201,4,3.767,4.668,27,29,41,48,54,16,9,2,0,1,19,0,301
67078,139315,2,3.36,4.349,36,32,53,49,37,14,2,1,0,1,9,27,301
67079,138912,4,5.466,3.75,0,1,15,28,78,65,13,20,1,2,14,25,301
67080,137729,4,5.399,3.994,1,1,9,41,75,57,26,7,5,1,29,0,301
67081,139075,4,4.742,3.683,3,8,16,65,79,39,10,4,1,0,8,17,301
67082,139359,4,5.596,4.386,2,1,9,31,68,59,35,11,4,3,0,0,301
67083,138988,4,5.292,3.06,0,0,13,41,75,61,20,6,3,0,24,28,301
67084,139304,5,5.813,3.987,0,1,10,25,57,76,36,16,6,3,0,0,301
67085,138763,5,5.973,4.066,0,2,5,21,60,66,41,20,6,5,4,19,301
67086,139190,5,6.704,4.112,0,0,4,11,36,63,55,44,12,15,16,21,301
67087,138690,4,4.974,4.57,3,7,23,48,74,44,18,3,3,4,5,30,301
67088,139326,4,5.582,4.726,1,4,5,40,73,53,22,15,5,7,21,34,301
67089,139215,4,5.457,6.503,14,9,15,35,47,36,28,16,5,18,5,17,301
67090,139100,5,6.036,4.129,0,1,3,26,58,59,38,21,9,6,8,16,301
67091,138617,5,5.888,3.618,0,0,5,20,69,73,28,16,9,3,3,9,301
67092,139257,4,4.933,4.194,1,6,24,56,69,42,17,7,1,2,4,29,301
67093,138860,4,5.142,3.039,0,3,13,39,85,59,15,4,1,0,25,35,301
67094,139336,4,5.075,4.473,2,7,21,43,74,50,19,7,3,2,26,32,301
67095,138114,4,5.549,3.82,0,1,10,33,74,59,33,11,3,2,9,28,301
67096,138714,4,4.795,3.067,1,9,10,61,93,37,10,3,0,0,0,0,301
67097,138807,4,5.649,4.122,0,2,6,31,76,57,29,10,7,4,9,41,301
67098,139259,5,5.543,3.818,0,1,13,28,65,74,24,11,3,2,9,19,301
67099,139066,4,5.173,3.581,0,2,18,40,83,60,13,7,1,2,0,0,301
67100,139318,4,5.559,4.868,3,3,13,34,57,50,34,20,4,2,0,0,301
67101,138747,4,4.679,2.877,1,7,14,71,88,35,7,1,0,0,9,14,301
67102,139209,4,5.32,3.475,0,2,8,39,87,57,15,12,1,1,4,21,301
67103,138739,5,5.583,3.871,1,1,6,33,63,77,26,12,3,1,1,21,301
67456,101314,4,5.264,4.765,1,7,16,35,68,52,17,7,4,5,17,19,250
67457,100991,3,4.04,3.673,12,14,33,72,48,15,5,3,0,0,8,12,250
67458,100813,5,5.915,4.708,1,3,9,22,47,65,30,20,13,2,17,29,250
67459,101042,5,5.977,5.063,2,2,11,22,49,56,28,30,9,6,17,27,250
67460,100824,4,5.532,4.692,1,3,10,28,66,52,23,7,6,5,12,16,250
67461,101293,5,6.885,4.482,0,0,4,11,31,48,38,36,21,19,12,15,250
67462,101349,4,4.882,3.991,2,5,18,57,63,39,11,7,0,2,18,40,250
67463,100428,4,4.724,4.025,1,8,29,51,64,30,11,7,2,0,15,19,250
67464,101207,4,4.28,3.682,5,12,36,58,61,18,6,4,0,0,11,12,250
67465,101287,5,6.894,4.73,0,2,2,10,30,46,45,31,25,17,17,21,250
67466,100858,4,5.078,4.359,0,8,19,45,61,41,16,8,4,2,4,5,250
67467,100715,4,5.194,3.924,0,4,14,43,72,37,28,4,2,2,5,19,250
67468,101169,3,4.54,4.398,5,10,32,55,53,27,13,5,2,0,0,0,250
67469,101289,5,6.615,3.994,0,0,2,10,42,58,42,41,14,9,17,0,250
67470,100503,4,4.77,4.023,2,7,22,54,57,34,14,5,0,1,16,18,250
67471,101405,5,6.294,4.267,0,1,3,14,48,62,43,20,12,8,12,0,250
67472,101031,3,4.634,3.07,0,7,21,72,57,32,10,3,0,0,17,21,250
67473,101384,6,6.981,4.839,1,0,4,11,28,43,50,30,27,22,13,32,250
67474,100870,4,4.729,4.015,0,11,20,64,67,28,14,2,2,2,18,32,250
67475,100997,5,6.277,4.216,0,0,5,18,51,53,42,25,7,12,0,0,250
67476,101347,4,5.99,4.251,0,0,10,26,55,42,40,23,7,7,17,0,250
67477,100999,5,6.117,4.229,0,2,3,26,38,66,44,19,10,5,17,0,250
67478,100576,4,6.081,3.657,0,0,2,18,62,57,36,20,11,3,5,17,250
67479,101308,4,4.871,3.786,1,4,23,49,71,33,10,8,2,0,14,20,250
67480,101274,3,4.433,5.069,8,13,29,69,46,24,8,6,3,2,12,16,250
67481,101030,4,5.236,4.708,2,3,18,39,68,46,11,14,4,3,8,22,250
67482,101288,4,5.962,4.367,1,0,5,27,60,52,31,21,11,5,1,15,250
67483,100691,6,6.382,4.605,0,1,4,21,43,44,47,30,13,9,24,0,250
67484,101403,4,5.847,4.835,1,4,7,23,57,48,43,14,6,6,0,0,250
67485,101329,3,4.874,3.968,1,5,30,52,48,43,21,4,2,0,3,17,250
67486,101041,3,4.793,4.445,1,7,27,61,54,35,13,5,4,1,18,34,250
67487,101116,4,4.373,3.632,3,6,39,60,62,25,3,2,0,1,18,0,250
67488,101298,4,5.395,3.673,0,4,8,39,61,55,24,11,3,0,18,0,250
67489,101411,5,6.679,4.814,0,1,6,15,28,51,47,28,23,13,17,0,250
67490,101048,5,5.512,3.594,0,2,8,37,57,58,32,9,4,0,5,19,250
67491,100810,4,5.507,4.564,1,2,11,35,61,46,22,14,8,1,5,12,250
67492,101033,5,6.344,4.703,1,1,4,15,41,62,42,30,12,7,17,23,250
67493,101395,3,4.131,3.566,5,15,37,73,44,13,10,2,0,0,4,17,250
67494,101300,4,4.62,3.808,4,7,28,46,83,24,13,2,1,0,19,34,250
67495,101002,3,4.188,3.484,6,12,35,74,54,19,4,3,0,0,2,30,250
67496,101267,4,6.365,4.853,0,3,6,15,46,44,42,32,15,8,4,5,250
67497,100993,4,5.053,4.515,1,9,19,44,59,42,19,9,3,1,0,0,250
67498,100706,4,5.303,4.444,1,3,16,41,63,44,31,7,2,3,5,0,250
67499,100601,4,4.387,3.257,1,9,36,61,70,18,6,3,0,0,18,29,250
67500,101410,6,6.995,4.167,0,0,3,7,29,43,52,36,20,19,5,19,250
67501,100542,3,4.397,4.401,4,17,25,64,56,26,7,3,1,1,14,15,250
67502,100207,7,7.429,4.571,0,0,3,9,19,40,34,49,33,32,17,32,250
67503,101412,4,5.929,4.008,0,0,5,29,64,42,40,20,6,6,21,57,250
67504,100882,4,5.838,3.748,0,1,5,22,63,57,40,15,6,1,13,15,250
67505,100988,3,4.218,3.545,4,11,38,68,62,18,2,2,1,0,21,29,250
67506,100549,4,5.84,4.679,0,4,7,31,56,38,35,21,11,3,0,0,250
67507,100990,5,5.66,3.643,0,0,7,30,60,65,27,9,6,2,18,0,250
67508,101313,5,6.072,4.568,1,2,6,16,51,55,43,25,4,6,0,0,250
67509,101286,6,6.515,4.113,0,0,2,15,45,38,48,36,7,11,8,13,250
67510,100165,3,3.924,3.439,8,20,47,68,45,17,4,1,0,0,1,0,250
67511,100808,4,5.083,4.876,4,8,18,39,63,31,28,9,2,2,11,15,250
67512,100996,5,6.199,4.506,0,2,3,23,47,61,37,22,12,9,5,18,250
67513,101372,4,4.947,4.216,2,5,24,49,63,34,17,7,5,0,0,0,250
67514,100871,4,5.128,3.872,1,2,17,46,65,43,18,9,0,2,5,18,250
67515,101389,4,4.82,3.641,1,6,21,53,68,41,10,5,1,0,0,0,250
67516,100591,3,4.043,3.552,7,17,46,62,51,18,5,2,0,0,5,22,250
67517,101357,3,4.515,3.702,5,7,28,62,59,30,9,4,0,0,18,0,250
67518,101043,3,4.217,3.383,6,10,34,63,62,18,3,2,0,0,16,18,250
67519,101027,4,4.817,4.113,3,10,20,50,63,39,15,7,1,0,0,0,250
67520,101359,4,4.829,3.74,1,5,13,61,78,32,9,4,1,1,16,19,250
67521,101272,4,5.439,3.881,0,1,14,33,70,51,29,10,2,2,0,0,250
67522,100855,3,4.798,3.208,1,1,25,62,58,39,12,5,0,0,15,38,250
67523,100989,5,6.6,4.16,0,1,1,12,36,60,54,31,17,8,12,17,250
67524,100873,4,4.815,4.212,0,11,20,56,58,33,12,6,3,1,5,21,250
67525,101269,3,4.222,4.175,9,12,36,69,48,20,8,4,1,0,5,0,250
67527,101400,4,5.111,3.818,1,2,22,42,64,46,19,9,2,0,29,0,250
67528,101407,4,4.595,3.82,2,7,29,58,69,25,9,5,1,0,0,0,250
67529,101039,4,4.745,3.656,0,4,29,52,76,24,14,3,1,1,8,17,250
67530,101393,4,4.836,4.109,2,5,24,44,72,36,11,5,1,1,32,0,250
67531,100684,4,4.871,3.79,3,5,20,48,70,46,10,6,1,0,0,0,250
67532,101353,3,4.591,3.29,0,11,22,68,62,23,12,5,0,0,14,15,250
67533,101279,3,4.592,4.303,3,14,33,50,49,34,18,4,1,0,5,34,250
67534,101168,4,4.76,3.342,1,9,19,48,83,33,11,4,0,0,15,19,250
67535,100686,4,6.135,4.763,0,2,9,18,54,42,42,22,9,10,12,21,250
67536,100389,3,4.554,3.875,5,2,33,65,54,31,8,5,1,0,5,0,250
67537,101299,4,4.87,4.147,2,9,23,42,58,45,14,4,3,0,18,22,250
67538,101021,3,4.643,4.348,3,7,24,66,63,27,9,5,2,1,15,18,250
67539,101392,5,5.766,4.189,0,2,11,24,54,58,35,18,5,2,0,0,250
67540,101380,3,4.539,3.479,0,7,33,69,56,28,7,5,1,0,0,0,250
67541,101325,7,7.526,4.704,0,1,2,7,15,29,45,50,27,33,12,26,250
67542,100859,4,5.809,4.904,1,6,8,22,52,52,44,11,9,4,15,22,250
67543,100884,4,6.0,5.064,1,5,11,19,49,47,40,30,3,9,4,0,250
67544,100872,4,4.792,4.038,1,7,30,51,52,36,19,4,2,0,5,17,250
67545,100856,4,5.01,3.756,1,5,16,49,65,42,17,6,2,0,8,13,250
67546,101388,3,3.99,3.457,8,16,44,70,50,13,2,4,0,0,0,0,250
67548,101355,3,4.205,3.175,1,20,31,69,59,19,5,1,0,0,14,20,250
67549,100699,4,6.168,4.554,0,2,4,27,50,40,46,25,16,4,5,18,250
67550,100869,5,5.844,4.119,0,4,6,19,57,63,38,17,4,3,4,0,250
67551,101396,4,5.163,4.828,4,3,19,45,54,47,22,8,3,3,5,18,250
67552,101408,4,5.457,4.454,0,4,9,47,54,52,24,11,5,4,14,27,250
67553,101206,5,6.365,4.174,0,0,4,18,43,56,39,31,13,7,0,0,250
67554,100400,3,3.967,3.298,6,19,46,68,53,14,2,2,0,0,18,22,250
67555,101340,4,5.556,3.49,0,1,7,32,67,59,22,15,4,0,5,15,250
67556,101323,4,5.505,3.961,0,3,11,25,68,58,21,14,3,1,15,19,250
67557,100694,5,6.514,5.547,1,3,10,11,37,44,40,34,14,16,12,17,250
67558,101351,4,5.761,4.382,0,6,7,27,52,52,40,15,9,1,8,29,250
67559,101296,5,6.062,4.434,0,1,7,23,51,57,31,18,16,5,0,0,250
75834,10060,5,6.065,3.806,0,0,10,15,38,50,46,15,10,1,18,22,49
75835,10083,3,4.21,3.992,6,13,38,54,38,18,10,4,0,0,0,0,49
75836,10045,7,7.34,4.223,0,0,1,9,18,25,44,48,21,22,15,22,49
75837,10041,5,5.932,5.718,3,2,13,30,33,41,26,22,12,9,15,18,49
75839,10025,5,6.027,5.274,1,5,9,19,35,44,38,19,10,6,17,21,49
75842,10049,4,4.921,5.022,5,6,27,36,51,35,19,6,3,2,18,22,49
75843,10047,3,4.785,4.826,2,7,28,50,41,27,14,9,1,2,0,0,49
75850,10053,7,7.302,4.564,1,0,2,2,20,36,34,38,34,15,18,29,49
75852,10020,3,4.027,4.949,12,24,29,48,45,12,8,2,1,2,0,0,49
75858,10056,6,6.011,5.066,2,4,10,17,32,45,47,22,7,3,1,20,49
75859,10044,4,5.027,4.677,5,6,15,32,58,42,15,4,4,1,0,0,49
75860,10064,4,4.587,3.73,2,9,28,48,57,20,17,3,0,0,6,0,49
75863,10067,4,5.255,5.02,5,5,15,29,55,38,25,11,4,1,21,24,49
75871,10000,4,5.054,5.107,6,12,9,33,59,33,21,8,3,2,0,0,49
75876,10050,3,3.753,5.948,28,32,23,35,34,14,7,4,3,2,17,25,49
75882,10078,4,4.77,4.096,3,10,12,48,64,29,10,6,0,1,6,8,49
75885,10011,5,5.706,5.186,3,4,11,26,38,42,36,21,3,3,18,22,49
75891,10073,3,3.841,3.541,8,21,36,65,38,9,3,2,0,0,1,0,49
75894,10042,5,5.659,4.397,3,2,7,27,40,57,29,14,6,0,19,20,49
75895,10076,4,5.51,4.341,0,3,12,34,54,41,27,15,5,1,4,6,49
75898,10030,4,5.348,4.715,2,8,12,23,55,49,24,11,1,2,22,0,49
75899,10055,4,4.877,4.591,2,12,18,42,54,30,21,6,1,1,21,22,49
75900,10016,5,5.505,5.501,3,7,12,31,37,48,26,10,8,4,5,0,49
75902,10048,4,5.353,5.181,2,6,21,26,43,43,21,17,2,3,1,21,49
75905,10052,4,5.399,4.423,0,4,14,34,53,42,24,12,2,3,15,22,49
75906,10039,5,5.681,5.201,3,5,7,25,41,47,33,10,8,3,16,19,49
75908,10043,4,5.137,4.002,1,4,13,47,51,37,11,17,1,0,18,0,49
75909,10008,3,3.995,3.904,7,15,47,54,38,16,6,1,1,0,22,0,49
75912,10069,3,3.898,4.489,18,19,27,50,40,12,9,1,0,1,25,32,49
75916,10031,3,4.172,4.391,8,17,36,45,40,21,10,2,1,0,18,22,49
75918,10027,6,6.667,5.564,3,3,2,14,24,37,42,36,15,13,1,0,49
75920,10021,5,6.253,4.108,0,1,2,16,43,46,42,20,14,2,14,0,49
75922,10036,5,6.138,5.014,2,1,9,13,41,50,31,24,13,4,1,18,49
75924,10017,3,4.38,5.2,10,13,30,49,38,28,7,5,3,1,18,22,49
75925,10029,4,5.21,4.27,2,3,17,36,45,45,22,8,3,0,5,29,49
75928,10074,4,5.663,4.663,2,0,13,28,49,43,27,17,2,6,1,22,49
75935,10010,4,4.809,5.652,11,9,23,36,42,27,22,7,4,2,0,0,49
75937,10065,5,5.773,4.651,1,3,8,21,42,61,27,12,8,2,1,22,49
75938,10063,4,4.464,3.884,2,13,20,56,58,18,9,1,2,0,18,22,49
75948,10071,4,5.282,4.864,3,6,12,35,56,33,25,15,1,2,0,0,49
75950,10026,4,5.257,4.361,3,2,17,29,57,43,15,13,4,0,15,0,49
75954,10080,4,5.565,4.67,1,5,12,22,50,49,25,18,3,1,1,18,49
75956,10006,4,5.048,4.805,4,8,19,32,51,42,20,8,2,1,0,0,49
75960,10034,4,4.845,4.615,2,8,24,42,57,29,15,7,2,1,0,0,49
75962,10022,4,5.636,4.975,4,1,13,26,42,40,34,17,6,1,1,22,49
75963,10023,4,5.101,4.959,4,11,19,34,44,35,27,9,6,0,5,17,49
75966,10059,4,4.574,6.003,11,23,23,33,43,24,14,10,5,2,0,0,49
75967,10075,4,5.005,3.796,3,4,18,42,54,39,17,10,0,0,20,23,49
75970,10002,3,4.243,3.785,5,14,36,60,35,29,8,2,0,0,0,0,49
75971,10033,5,6.798,4.622,0,1,4,8,29,45,40,33,23,10,18,22,49
75974,10051,4,4.56,4.203,4,11,25,45,54,34,6,3,2,0,1,18,49
75975,10046,4,5.297,4.281,2,4,12,31,58,43,22,9,4,0,18,22,49
75977,101854,4,5.121,4.679,4,8,23,71,96,61,27,15,5,3,2,10,251
75978,101717,3,4.543,4.246,4,18,42,96,93,47,15,4,1,2,5,20,251
75979,101573,4,4.508,3.822,3,17,43,92,97,46,6,8,0,1,5,14,251
75980,101851,5,5.796,4.31,1,4,8,44,88,89,60,31,5,4,10,20,251
75981,101809,4,5.558,3.907,0,1,22,40,96,93,39,20,6,2,12,21,251
75982,101634,3,4.246,4.364,14,29,62,85,79,37,22,5,1,0,8,16,251
75983,101455,3,4.864,5.077,8,17,35,80,75,56,33,11,6,2,5,0,251
75984,100502,4,4.771,4.328,2,14,36,79,95,48,18,11,1,2,14,18,251
75985,101675,5,6.491,4.111,0,0,5,21,58,88,61,51,21,11,0,0,251
75986,100082,5,6.41,4.586,0,2,7,25,65,79,68,50,14,17,20,28,251
75987,100814,4,5.324,4.88,1,9,27,60,83,69,37,17,7,5,14,15,251
75988,101821,4,5.498,4.282,0,6,19,46,97,88,35,19,8,3,14,15,251
75989,101919,4,5.11,4.757,4,12,30,63,85,70,32,13,8,1,17,0,251
75990,100801,4,4.757,4.304,4,13,42,77,98,49,28,8,1,1,20,23,251
75991,101047,3,4.388,3.72,5,12,48,113,90,35,10,2,0,2,14,27,251
75992,101862,4,5.106,3.907,0,5,28,77,100,67,27,13,3,2,15,19,251
75993,101460,4,5.12,4.251,3,7,21,70,98,74,29,6,7,1,20,0,251
75994,101470,4,4.838,4.001,2,8,39,73,110,62,17,7,1,2,8,24,251
75995,100369,4,5.018,4.367,2,8,31,85,91,66,22,14,7,1,0,0,251
75996,101387,4,4.151,3.925,7,29,65,86,87,31,7,3,2,0,16,17,251
75997,101469,4,5.155,3.748,1,7,20,54,113,87,25,6,2,1,0,0,251
75998,101543,5,6.228,4.902,2,1,11,30,71,87,61,45,16,14,6,20,251
75999,100431,4,4.919,4.286,1,15,29,77,115,61,19,9,4,3,20,0,251
76000,101952,4,5.887,5.469,6,4,17,39,77,70,52,33,19,10,12,0,251
76001,100719,4,5.248,3.898,2,8,18,60,102,87,30,18,2,0,1,6,251
76002,101746,5,6.428,4.738,0,1,12,32,63,68,64,61,26,12,20,35,251
76003,101059,4,5.538,4.631,1,7,15,47,96,80,38,23,7,4,14,27,251
76004,101850,4,5.558,4.577,2,3,16,53,85,74,47,23,6,3,10,20,251
76005,100435,4,5.444,4.915,3,7,16,59,104,69,40,19,5,9,15,21,251
76006,101843,4,5.341,3.806,0,4,19,54,107,79,36,14,1,3,0,0,251
76007,100493,4,5.547,3.996,0,2,22,42,102,77,44,23,7,1,14,15,251
76008,101508,5,5.954,4.773,2,3,12,36,77,89,55,32,15,7,4,12,251
76009,101807,3,4.544,4.48,4,15,51,90,79,45,13,8,3,1,7,14,251
76010,101700,4,5.63,4.226,1,3,14,42,96,83,49,22,8,1,14,27,251
76011,101819,4,5.422,5.345,5,11,27,52,88,67,40,26,15,3,15,22,251
76012,101817,5,6.127,4.417,1,2,4,34,64,80,70,33,12,6,20,27,251
76013,101479,4,5.454,3.994,0,4,24,43,103,81,46,16,6,1,14,28,251
76014,101285,3,4.606,4.464,6,12,41,102,94,42,18,4,4,2,15,27,251
76015,101659,4,4.937,3.815,3,10,31,77,108,63,30,11,1,0,0,0,251
76016,101875,4,4.994,4.531,6,9,33,68,97,63,31,11,5,1,5,16,251
76017,100716,4,4.71,3.966,3,8,35,86,117,42,14,6,2,1,14,15,251
76018,101757,4,5.464,3.972,0,5,15,53,113,77,34,27,5,1,14,28,251
76019,101574,3,4.132,3.517,11,20,62,100,89,27,6,4,0,0,19,0,251
76020,101113,5,5.858,5.039,1,7,15,44,69,84,53,24,20,7,0,0,251
76021,101946,4,5.692,5.813,7,9,26,42,71,56,56,33,18,7,9,24,251
76022,101860,5,6.347,4.427,0,5,4,21,64,95,68,47,17,10,4,17,251
76023,101852,4,4.751,3.784,3,10,34,80,117,47,16,9,0,1,16,25,251
76024,100830,5,6.089,5.37,2,8,13,37,68,80,55,38,26,11,17,0,251
76025,100661,4,4.947,4.026,2,7,30,73,122,49,23,11,3,1,21,39,251
76026,101730,4,4.565,4.28,12,17,38,80,99,51,20,5,2,0,0,0,251
76027,101683,4,5.071,4.376,2,12,27,58,104,62,32,10,3,2,15,18,251
76028,100662,5,5.94,4.266,1,4,9,30,82,99,63,30,13,2,0,0,251
76029,100697,4,4.81,3.683,1,10,31,84,109,55,16,7,3,0,0,0,251
76030,101516,3,3.873,3.9,20,32,66,98,76,21,6,2,1,0,15,0,251
76031,101933,5,6.235,4.083,0,0,9,26,83,84,60,49,17,8,12,21,251
76032,101796,4,4.836,4.29,3,10,37,78,103,47,27,8,3,1,20,27,251
76033,101195,4,4.5,3.704,5,16,35,98,102,42,12,3,1,0,8,17,251
76034,100792,7,6.965,5.756,2,4,7,26,46,58,51,63,36,47,4,17,251
76035,101474,4,5.374,4.049,1,3,21,53,104,83,43,12,5,1,17,0,251
76036,101462,4,4.944,4.413,3,10,32,75,104,58,23,11,4,2,12,19,251
76037,101911,4,5.361,4.524,5,9,16,55,100,81,46,22,3,1,17,20,251
76038,101613,4,5.368,4.242,1,6,18,53,100,89,39,7,8,2,14,15,251
76039,101044,4,5.307,4.006,0,4,20,73,83,74,37,16,5,1,14,27,251
76040,101907,4,4.863,4.299,2,11,38,80,99,64,22,6,4,2,0,0,251
76041,101282,5,5.517,4.594,1,3,21,58,82,89,32,25,8,4,0,0,251
76042,100426,4,5.512,4.839,3,6,23,46,92,83,42,27,6,4,0,0,251
